SOC_2020_ext,SOC2020_ext_SUG_title,INDEXOCC_-_natural_word_order
8160/00,"Production, factory and assembly supervisors",Dairy foreman
}}}}/}},}}}}/}},Day foreman
8239/00,Other drivers and transport operatives n.e.c.,Delivery foreman
5330/02,Demolition supervisors,Demolition foreman
}}}}/}},}}}}/}},Departmental foreman
8239/00,Other drivers and transport operatives n.e.c.,Depot foreman
8239/00,Other drivers and transport operatives n.e.c.,Depot foreman
9251/00,Elementary storage supervisors,Depot foreman
9251/00,Elementary storage supervisors,Despatch foreman
9131/00,Industrial cleaning process occupations,Dust destructor foreman
5330/99,Construction and building trade supervisors n.e.c.,Distribution foreman
4134/00,Transport and distribution clerks and assistants,Distribution foreman
7132/00,Sales supervisors - retail and wholesale ,District foreman
9225/99,Refuse and salvage occupations n.e.c.,District foreman
5330/99,Construction and building trade supervisors n.e.c.,District foreman
9251/00,Elementary storage supervisors,Dock foreman
8160/00,"Production, factory and assembly supervisors",Doubler foreman
5330/99,Construction and building trade supervisors n.e.c.,Drainage foreman
8160/00,"Production, factory and assembly supervisors",Drawing foreman
8229/99,Mobile machine drivers and operatives n.e.c.,Dredging foreman
8132/99,Mining and quarry workers and related operatives n.e.c.,Drill foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Electrical foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Electronics foreman
8160/00,"Production, factory and assembly supervisors",Electroplating foreman
5330/99,Construction and building trade supervisors n.e.c.,Civil engineering foreman
5330/99,Construction and building trade supervisors n.e.c.,Constructional engineering foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Engineering foreman
5330/99,Construction and building trade supervisors n.e.c.,Estate foreman
5330/99,Construction and building trade supervisors n.e.c.,Estates foreman
8132/99,Mining and quarry workers and related operatives n.e.c.,Explosives foreman
8239/00,Other drivers and transport operatives n.e.c.,Export foreman
8160/00,"Production, factory and assembly supervisors",Metal extrusion foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Factory foreman
}}}}/}},}}}}/}},Factory foreman
5111/99,Farmers n.e.c.,Farm foreman
5330/04,Plumbing supervisors,Fittings foreman
9139/00,Elementary process plant occupations n.e.c.,Flat foreman
7132/00,Sales supervisors - retail and wholesale ,Forecourt foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Forging foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Foundry foreman
8160/00,"Production, factory and assembly supervisors",Frame foreman
8160/00,"Production, factory and assembly supervisors",Blast furnace foreman
8160/00,"Production, factory and assembly supervisors",Furnace foreman
8160/00,"Production, factory and assembly supervisors",Furnace foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Garage foreman
5330/99,Construction and building trade supervisors n.e.c.,General foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",General foreman
8234/99,Rail transport operatives n.e.c.,Goods foreman
9251/00,Elementary storage supervisors,Hatch foreman
8221/00,Crane drivers,Haulage foreman
8160/00,"Production, factory and assembly supervisors",Soak hearth foreman
8160/00,"Production, factory and assembly supervisors",Heat foreman
5330/05,Road construction supervisors,Highways foreman
8133/01,Boiler operatives,Boiler house foreman
8160/00,"Production, factory and assembly supervisors",Gas house foreman
5441/04,"Glass makers, decorators and finishers",Glass house foreman
5112/00,Horticultural trades ,Glass house foreman
8133/99,Energy plant operatives n.e.c.,Power house foreman
8160/00,"Production, factory and assembly supervisors",Retort house foreman
9224/02,Dry cleaners and laundry workers,Wash house foreman
8160/00,"Production, factory and assembly supervisors",Inspection foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Electrical installation foreman
8239/00,Other drivers and transport operatives n.e.c.,Installation foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Instrument foreman
9251/00,Elementary storage supervisors,Jetty foreman
5316/03,Joiners,Joiner foreman
8160/00,"Production, factory and assembly supervisors",Kiln foreman
8160/00,"Production, factory and assembly supervisors",Kiln foreman
5431/02,Slaughterers,Lairage foreman
5113/04,Landscape gardeners,Landscape foreman
9224/02,Dry cleaners and laundry workers,Laundry foreman
9129/99,Elementary construction occupations n.e.c.,Length foreman
8159/99,Construction operatives n.e.c.,Lighting foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Lime foreman
8160/00,"Production, factory and assembly supervisors",Lime foreman
8142/01,Metal goods assemblers (excludes vehicles),Line foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Overhead lines foreman
8239/00,Other drivers and transport operatives n.e.c.,Lock foreman
8234/99,Rail transport operatives n.e.c.,Locomotive foreman
5419/99,"Textiles, garments and related trades n.e.c.",Loom foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Mains foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Electrical maintenance foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Loco maintenance foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Maintenance foreman
5330/04,Plumbing supervisors,Maintenance foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Maintenance foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Maintenance foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Maintenance foreman
5330/99,Construction and building trade supervisors n.e.c.,Maintenance foreman
5330/05,Road construction supervisors,Traffic management foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Mechanical foreman
8160/00,"Production, factory and assembly supervisors",Milk foreman
8160/00,"Production, factory and assembly supervisors",Blue mill foreman
8160/00,"Production, factory and assembly supervisors",Rolling mill foreman
8160/00,"Production, factory and assembly supervisors",Mill foreman
8160/00,"Production, factory and assembly supervisors",Mule foreman
}}}}/}},}}}}/}},Night foreman
8132/99,Mining and quarry workers and related operatives n.e.c.,Outside foreman
8160/00,"Production, factory and assembly supervisors",Oven foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Vehicle overhauling foreman
5330/03,Painting supervisors,Painting foreman
8234/99,Rail transport operatives n.e.c.,Parcel foreman
8234/99,Rail transport operatives n.e.c.,Parcels foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Piercing foreman
8229/99,Mobile machine drivers and operatives n.e.c.,Piling foreman
5330/99,Construction and building trade supervisors n.e.c.,Main pipe foreman
8132/99,Mining and quarry workers and related operatives n.e.c.,Pit foreman
8160/00,"Production, factory and assembly supervisors",Carbonisation plant foreman
8132/01,Coal miners and quarry workers,Dry cleaning plant foreman
8133/99,Energy plant operatives n.e.c.,Coal plant foreman
8160/00,"Production, factory and assembly supervisors",Crushing plant foreman
8160/00,"Production, factory and assembly supervisors",Gas plant foreman
8160/00,"Production, factory and assembly supervisors",Mixing plant foreman
8160/00,"Production, factory and assembly supervisors",Reforming plant foreman
5432/99,Bakers and flour confectioners n.e.c.,Plant foreman
8229/99,Mobile machine drivers and operatives n.e.c.,Plant foreman
6214/01,Railway station assistants ,Platform foreman
5330/04,Plumbing supervisors,Plumbing foreman
8160/00,"Production, factory and assembly supervisors",Polish foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Press foreman
5422/99,Printers n.e.c.,Printing foreman
8160/00,"Production, factory and assembly supervisors",Process foreman
8160/00,"Production, factory and assembly supervisors",Process foreman
8160/00,"Production, factory and assembly supervisors",Process foreman
}}}}/}},}}}}/}},Production foreman
4142/00,Office supervisors,Progress foreman
8160/00,"Production, factory and assembly supervisors",Purification foreman
8160/00,"Production, factory and assembly supervisors",Gas purifier foreman
8160/00,"Production, factory and assembly supervisors",Quality foreman
8132/01,Coal miners and quarry workers,Quarry foreman
9251/00,Elementary storage supervisors,Quay foreman
9251/00,Elementary storage supervisors,Receiving foreman
8160/00,"Production, factory and assembly supervisors",Metal refining foreman
8160/00,"Production, factory and assembly supervisors",Retort foreman
8160/00,"Production, factory and assembly supervisors",Ring foreman
5330/05,Road construction supervisors,Road foreman
8132/99,Mining and quarry workers and related operatives n.e.c.,Rock foreman
5330/06,Roofing supervisors,Roofing foreman
8160/00,"Production, factory and assembly supervisors",Blowing room foreman
8160/00,"Production, factory and assembly supervisors",Card room foreman
9251/00,Elementary storage supervisors,Grey room foreman
9251/00,Elementary storage supervisors,Lamp room foreman
8160/00,"Production, factory and assembly supervisors",Machine room foreman
5422/99,Printers n.e.c.,Machine room foreman
8160/00,"Production, factory and assembly supervisors",Mill room foreman
9132/00,"Packers, bottlers, canners and fillers",Packing room foreman
9251/00,Elementary storage supervisors,Pattern room foreman
8160/00,"Production, factory and assembly supervisors",Sewing room foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Tool room foreman
7132/00,Sales supervisors - retail and wholesale ,Rounds foreman
8234/99,Rail transport operatives n.e.c.,Running foreman
8160/00,"Production, factory and assembly supervisors",Salle foreman
9225/99,Refuse and salvage occupations n.e.c.,Salvage foreman
8151/02,Scaffolders and stagers,Scaffolder foreman
5330/07,Scaffolding supervisors,Scaffolding foreman
8160/00,"Production, factory and assembly supervisors",Screen foreman
8132/99,Mining and quarry workers and related operatives n.e.c.,Screen foreman
8160/00,"Production, factory and assembly supervisors",Screens foreman
8132/99,Mining and quarry workers and related operatives n.e.c.,Screens foreman
8160/00,"Production, factory and assembly supervisors",Scribbling foreman
}}}}/}},}}}}/}},Section foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Senior foreman
8134/99,Water and sewerage plant operatives n.e.c.,Sewer foreman
5441/99,"Glass and ceramics makers, decorators and finishers n.e.c.",Press shed foreman
5419/04,"Weavers (excludes basket, wig and wire goods mfr)",Weaving shed foreman
8160/00,"Production, factory and assembly supervisors",Shed foreman
8234/99,Rail transport operatives n.e.c.,Shed foreman
8239/00,Other drivers and transport operatives n.e.c.,Shed foreman
}}}}/}},}}}}/}},Shift foreman
9251/00,Elementary storage supervisors,Shipping foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Auto shop foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Body shop foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Casting shop foreman
5441/04,"Glass makers, decorators and finishers",Cutting shop foreman
8149/00,Assemblers and routine operatives n.e.c.,Enamelling shop foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Erecting shop foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Machine shop foreman
8160/00,"Production, factory and assembly supervisors",Melting shop foreman
8149/00,Assemblers and routine operatives n.e.c.,Paint shop foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Panel shop foreman
5449/99,Other skilled trades n.e.c.,Pattern shop foreman
5250/00,"Skilled metal, electrical and electronic trades supervisors",Press shop foreman
